Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
01.10.2020;603,52;603,52;604,86;602,43;0,85K;0,00%
30.09.2020;603,52;603,52;605;602,42;1,20K;0,00%
29.09.2020;603,52;602,74;604;600,72;1,28K;0,13%
28.09.2020;602,74;601,33;602,76;600,7;0,68K;0,00%
25.09.2020;602,74;602,54;602,93;599,66;1,28K;0,03%
24.09.2020;602,54;599,08;602,54;597,55;1,30K;0,58%
23.09.2020;599,08;599,08;602,11;597,55;1,28K;0,00%
22.09.2020;599,08;597,28;600,6;596;1,33K;0,30%
21.09.2020;597,28;597,88;600,1;595,75;0,90K;0,07%
18.09.2020;596,88;596;598,35;595,09;1,28K;0,15%
17.09.2020;596;596;597;594,95;1,23K;0,00%
16.09.2020;596;597;598;593,53;1,28K;-0,17%
15.09.2020;597;594,5;597,5;593,03;1,29K;0,27%
14.09.2020;595,38;595,51;595,89;593,54;0,78K;0,00%
11.09.2020;595,38;596,3;598,76;594,11;0,63K;-0,15%
10.09.2020;596,3;597,85;599,85;595,36;0,68K;-0,11%
09.09.2020;596,96;597,35;599,65;594,5;0,68K;-0,07%
08.09.2020;597,35;597;599,52;595,48;0,65K;0,06%
07.09.2020;597;597,16;598,26;595,83;0,56K;0,08%
04.09.2020;596,51;596,36;598,7;594,76;0,64K;0,03%
03.09.2020;596,36;596,2;598,05;594,04;0,83K;0,03%
02.09.2020;596,2;595,03;597,22;594,81;1,34K;0,20%
01.09.2020;595,03;595,03;596,33;593,28;1,17K;0,00%
31.08.2020;595,03;594,51;595,92;590,87;0,79K;-0,02%
28.08.2020;595,16;595,36;595,55;592,04;1,44K;-0,03%
27.08.2020;595,36;595,48;595,83;593,13;1,46K;-0,02%
26.08.2020;595,48;591,12;595,66;591,12;1,29K;0,11%
25.08.2020;594,81;594,06;594,9;591,12;1,35K;0,13%
24.08.2020;594,06;591,42;594,49;591,42;0,58K;0,00%
21.08.2020;594,06;595,11;595,31;591,42;0,69K;-0,18%
20.08.2020;595,11;594,42;595,43;593,08;0,53K;0,00%
19.08.2020;595,11;594,52;595,37;593,8;0,54K;0,10%
18.08.2020;594,52;595,26;597;594,19;0,38K;-0,12%
17.08.2020;595,26;595,89;596,5;593,41;0,43K;0,00%
14.08.2020;595,26;595,26;597,53;595,16;1,41K;0,00%
13.08.2020;595,26;595,26;597,74;585,47;1,39K;0,00%
12.08.2020;595,26;595,26;597;593,72;1,39K;0,00%
11.08.2020;595,26;594,5;596,5;591,28;1,44K;0,13%
10.08.2020;594,5;591,78;594,93;588,46;0,81K;0,82%
07.08.2020;589,65;589,65;593,42;588,75;0,72K;0,00%
06.08.2020;589,65;589,65;593,15;588,33;0,74K;0,00%
05.08.2020;589,65;588,67;591,87;585,47;1,06K;0,17%
04.08.2020;588,67;585;590,17;584,2;1,08K;0,63%
03.08.2020;585;585,22;588;583,59;0,53K;0,00%
31.07.2020;585;583,68;586,5;581,59;1,48K;0,23%
30.07.2020;583,68;581,58;586,35;580,38;0,95K;0,06%
29.07.2020;583,35;581,58;585,25;580,45;0,56K;0,30%
28.07.2020;581,58;581,58;583,5;580,08;0,75K;0,00%
27.07.2020;581,58;582,66;583,5;580,83;0,35K;0,00%
24.07.2020;581,58;581,58;584;580,65;1,25K;0,00%
23.07.2020;581,58;581,72;583,15;579,71;1,44K;-0,02%
22.07.2020;581,72;581,08;582,76;578,8;1,37K;0,11%
21.07.2020;581,08;581,58;583;578,31;1,00K;-0,09%
20.07.2020;581,58;581,98;583;579,98;0,66K;-0,10%
17.07.2020;582,15;582,15;582,15;580,88;1,36K;0,00%
16.07.2020;582,15;581,92;582,15;579,65;1,46K;0,04%
15.07.2020;581,92;581,15;582,17;579,23;1,44K;0,13%
14.07.2020;581,15;583,15;584,03;580,2;1,22K;-0,34%
13.07.2020;583,15;581,34;583,5;581,33;0,54K;0,00%
10.07.2020;583,15;583,15;583,5;581,2;1,24K;0,00%
09.07.2020;583,15;583,15;583,31;580,52;1,32K;0,00%
08.07.2020;583,15;583,15;584,5;580,52;1,32K;0,00%
07.07.2020;583,15;582,65;583,73;579,33;1,48K;0,09%
06.07.2020;582,65;582,65;583,4;580,1;0,79K;0,00%
03.07.2020;582,65;582,35;583,5;580,11;0,32K;0,05%
02.07.2020;582,35;582,65;583,12;579;0,71K;-0,05%
01.07.2020;582,65;579,78;582,65;579,78;1,12K;0,50%
30.06.2020;579,78;579,78;581,43;579,17;1,35K;0,00%
29.06.2020;579,78;579,78;580,58;578,86;0,85K;0,00%
26.06.2020;579,78;579;580,5;576,96;1,44K;0,13%
25.06.2020;579;579;580,17;576,33;1,34K;0,00%
24.06.2020;579;578,63;579,55;576,23;0,94K;0,06%
23.06.2020;578,63;573,33;578,64;573,28;0,80K;0,92%
22.06.2020;573,33;577,34;578,17;570,67;0,05K;-0,81%
19.06.2020;578;578;578,3;575,78;1,46K;0,18%
18.06.2020;576,98;577;578;573,24;1,37K;0,00%
17.06.2020;577;577;577;573,12;1,39K;0,00%
16.06.2020;577;577;577;573,59;1,14K;0,00%
15.06.2020;577;578,45;578,61;573,78;0,87K;-0,25%
12.06.2020;578,45;579;580,03;577,2;1,21K;-0,09%
11.06.2020;579;580;581;577,48;0,99K;-0,17%
10.06.2020;580;580;581,5;578,72;1,13K;0,00%
09.06.2020;580;580;581;576,65;1,28K;0,00%
08.06.2020;580;576,72;580,55;575,33;0,79K;0,60%
05.06.2020;576,53;576,53;580,08;574,03;1,29K;0,00%
04.06.2020;576,53;574,53;580,42;574,02;1,31K;0,35%
03.06.2020;574,53;570,03;578,55;569,03;1,38K;0,79%
02.06.2020;570,03;570,03;575,32;569,03;1,35K;0,00%
01.06.2020;570,03;572,53;574,42;568,7;0,87K;0,09%
29.05.2020;569,53;569,53;573,89;568,71;1,28K;0,00%
28.05.2020;569,53;569,53;573,71;568,59;1,23K;0,00%
27.05.2020;569,53;569,53;571,93;568,18;1,40K;0,00%
26.05.2020;569,53;570,53;572,5;568,67;0,79K;-0,18%
25.05.2020;570,53;569,92;571,84;568,81;0,53K;0,18%
22.05.2020;569,53;569,53;571,02;566,73;0,48K;0,00%
21.05.2020;569,53;569,53;572;568,44;0,67K;0,00%
20.05.2020;569,53;568,53;572,42;568,22;0,26K;0,18%
19.05.2020;568,53;567,53;572,44;567,22;0,49K;0,18%
18.05.2020;567,53;569,17;569,55;567,03;0,04K;-0,12%
15.05.2020;568,24;569,47;569,74;566,63;0,03K;-0,06%
14.05.2020;568,59;569,38;569,51;566,15;0,17K;0,38%
13.05.2020;566,45;568,5;570,01;565,9;0,03K;-0,41%
12.05.2020;568,79;568,4;569,38;566,61;0,38K;0,07%
11.05.2020;568,4;568,88;569,81;566,17;0,61K;-0,08%
08.05.2020;568,88;568,1;572,44;567,41;0,10K;0,14%
07.05.2020;568,1;567,16;571,03;565,48;0,03K;0,03%
06.05.2020;567,92;567,88;569,9;566,45;0,03K;0,01%
05.05.2020;567,88;568,3;569,88;566,25;0,65K;0,06%
04.05.2020;567,53;567,36;569,44;565,52;0,49K;0,03%
01.05.2020;567,36;567,53;568,58;565,5;1,00K;-0,03%
30.04.2020;567,53;567,53;568,55;565,24;0,44K;0,00%
29.04.2020;567,53;567,53;568,55;564,61;0,72K;0,00%
28.04.2020;567,53;567,53;568,17;565,53;0,84K;0,00%
27.04.2020;567,53;566,53;568,09;564,62;0,77K;0,18%
24.04.2020;566,53;566,53;567,92;564,53;0,96K;0,07%
23.04.2020;566,15;567,53;568,34;564,93;0,66K;-0,24%
22.04.2020;567,53;567,53;569,28;564,81;0,76K;0,00%
21.04.2020;567,53;562,06;568,98;561,05;0,19K;1,14%
20.04.2020;561,12;562,67;563,22;560,69;0,02K;-0,28%
17.04.2020;562,67;564,33;565,13;559,48;0,03K;-0,85%
16.04.2020;567,51;569;577,22;563,33;1,11K;-0,26%
15.04.2020;569;570,5;577,22;565,58;1,38K;-0,26%
14.04.2020;570,5;573,73;577,22;568,38;1,42K;-0,56%
13.04.2020;573,73;571,63;577,28;571,08;0,38K;0,37%
10.04.2020;571,63;571,58;573,28;569,8;0,01K;0,01%
09.04.2020;571,58;572,5;573,28;570,62;0,84K;-0,16%
08.04.2020;572,5;572,5;577,22;571,13;1,26K;0,00%
07.04.2020;572,5;574,72;577,22;570,2;0,36K;-0,39%
06.04.2020;574,72;574,01;577,22;570,21;0,49K;-0,14%
03.04.2020;575,5;576,35;577,58;573,04;1,19K;-0,15%
02.04.2020;576,35;577,5;580,13;574,66;0,44K;-0,20%
01.04.2020;577,5;578,5;581,13;576,64;0,88K;-0,17%
31.03.2020;578,5;581,5;584,5;577,64;1,30K;-0,52%
30.03.2020;581,5;580,38;583;578,57;0,87K;0,31%
27.03.2020;579,68;577,75;581,5;576,65;0,69K;0,33%
26.03.2020;577,75;577;581,13;573,15;0,68K;0,13%
25.03.2020;577;571;578;570,15;0,69K;1,05%
24.03.2020;571;566,5;576,97;566,31;0,56K;0,79%
23.03.2020;566,5;567,85;575,58;562,64;0,56K;0,18%
20.03.2020;565,5;565,5;567,9;564,5;0,57K;0,00%
19.03.2020;565,5;564;569,77;563,16;0,66K;0,27%
18.03.2020;564;563;567,44;562,09;0,65K;0,18%
17.03.2020;563;563,72;569;562,06;0,58K;0,12%
16.03.2020;562,31;565,28;567,23;561,32;0,03K;-0,70%
13.03.2020;566,25;566,52;566,68;563,88;0,68K;-0,05%
12.03.2020;566,52;566,75;567,78;563,71;0,79K;-0,04%
11.03.2020;566,75;568,95;571,5;565,78;1,29K;-0,39%
10.03.2020;568,95;569,59;570,1;567,2;1,39K;-0,11%
09.03.2020;569,59;572,76;572,76;567,83;0,86K;0,09%
06.03.2020;569,09;572,67;574,04;568,24;1,31K;-0,68%
05.03.2020;572,98;572,98;574,98;570,52;1,25K;0,00%
04.03.2020;572,98;572,15;574,19;568,35;1,32K;0,15%
03.03.2020;572,15;572,25;573,91;568,48;1,31K;-0,02%
02.03.2020;572,25;568,9;573,17;568,45;0,92K;0,30%
28.02.2020;570,52;569,87;571,51;567,52;0,27K;0,11%
27.02.2020;569,87;568;571,81;567,34;0,66K;0,33%
26.02.2020;568;571,2;572,38;567,16;1,19K;-0,56%
25.02.2020;571,2;572,5;572,91;570,1;1,33K;-0,23%
24.02.2020;572,5;572,13;575;568,75;0,90K;0,04%
21.02.2020;572,25;570,15;574,61;564,79;0,63K;0,37%
20.02.2020;570,13;567,5;573,63;567,28;1,36K;0,46%
19.02.2020;567,5;567,5;570,66;565,64;1,31K;0,00%
18.02.2020;567,5;565,75;570,8;564,41;1,02K;0,31%
17.02.2020;565,75;568,67;569,3;565;0,62K;0,00%
14.02.2020;565,75;566,75;569,89;564,41;0,86K;-0,72%
13.02.2020;569,85;569,78;573,58;565,91;0,61K;0,01%
12.02.2020;569,78;569;573,36;566,58;0,67K;0,14%
11.02.2020;569;571,66;574,17;568,15;0,51K;-0,47%
10.02.2020;571,66;573,51;576,03;570,66;0,49K;-0,32%
07.02.2020;573,51;573,51;577,27;572;0,67K;0,00%
06.02.2020;573,51;572,51;576,35;571,66;1,14K;0,17%
05.02.2020;572,51;566,5;577,15;563,91;1,34K;1,06%
04.02.2020;566,5;566,5;574,54;565,65;1,38K;-0,51%
03.02.2020;569,42;570,13;575,35;563,91;0,65K;-0,12%
31.01.2020;570,13;566;572,7;564,86;0,72K;0,73%
30.01.2020;566;565,5;572,05;564,92;1,28K;0,09%
29.01.2020;565,5;565,5;571,72;564,5;0,93K;0,00%
28.01.2020;565,5;565,5;571,96;564,66;1,20K;0,00%
27.01.2020;565,5;570,26;571,6;563,91;0,93K;-0,83%
24.01.2020;570,26;567,1;571,6;563,91;0,96K;0,84%
23.01.2020;565,5;564,75;571,32;562,42;1,29K;0,13%
22.01.2020;564,75;563;569,83;561,99;1,30K;0,31%
21.01.2020;563;563;566,33;562,84;1,36K;0,00%
20.01.2020;563;566,38;566,38;563;0,92K;0,00%
17.01.2020;563;563,25;567,72;562,75;1,07K;-0,04%
16.01.2020;563,25;565,35;570,41;563,25;1,32K;-0,37%
15.01.2020;565,35;572,93;574,66;564,51;1,32K;-1,32%
14.01.2020;572,93;573,2;574,66;568,37;1,30K;-0,05%
13.01.2020;573,2;573,2;574,11;570,96;1,06K;0,00%
10.01.2020;573,2;572,7;574,3;570,42;1,33K;0,09%
09.01.2020;572,7;572,7;574,88;570,45;1,23K;0,00%
08.01.2020;572,7;572,95;575,78;569,42;0,91K;-0,04%
07.01.2020;572,95;569,04;575,09;566,98;1,34K;0,69%
06.01.2020;569,04;572,53;573,33;566,98;0,85K;0,00%
03.01.2020;569,04;570,54;574,04;566,98;0,66K;-0,26%
02.01.2020;570,54;571,01;574,05;566,48;1,30K;-0,08%
01.01.2020;571,01;571,01;573,29;571,01;1,12K;0,00%
31.12.2019;571,01;571,01;574,05;570,18;0,88K;0,00%
30.12.2019;571,01;572,42;573,46;569,68;0,56K;0,05%
27.12.2019;570,71;568,18;573,17;568,18;1,06K;0,45%
26.12.2019;568,18;567,84;572,25;565,72;0,79K;0,06%
25.12.2019;567,84;567,84;571,71;567,09;1,24K;0,00%
24.12.2019;567,84;566,18;569,1;564,02;1,28K;0,29%
23.12.2019;566,18;565,58;568,11;563,56;0,91K;-0,18%
20.12.2019;567,21;567,96;568,13;564,33;0,84K;-0,13%
19.12.2019;567,96;565,71;568,08;564,08;1,09K;0,40%
18.12.2019;565,71;565,11;567,86;563,38;0,68K;0,11%
17.12.2019;565,11;566,57;568,04;564,17;0,68K;-0,26%
16.12.2019;566,57;569,67;569,99;564,93;0,31K;-0,35%
13.12.2019;568,58;568,77;570,8;566,57;1,00K;-0,03%
12.12.2019;568,77;568,77;572,8;567,52;1,27K;0,00%
11.12.2019;568,77;569,46;571,8;567,92;1,31K;-0,12%
10.12.2019;569,46;568,32;570,95;567,02;1,27K;0,20%
09.12.2019;568,32;569,97;571,45;566,52;0,83K;-0,04%
06.12.2019;568,52;566,01;571,2;564,63;0,97K;0,44%
05.12.2019;566,01;567,26;571,4;561,5;1,28K;-0,22%
04.12.2019;567,26;565,56;571,05;561,63;1,26K;0,30%
03.12.2019;565,56;563,45;570,8;559,92;1,29K;0,37%
02.12.2019;563,45;562,91;564,81;558,28;0,85K;0,80%
29.11.2019;559;562,51;565,29;559;0,98K;-0,62%
28.11.2019;562,51;561,64;564,65;561,64;1,24K;0,15%
27.11.2019;561,64;561,64;565,75;561,64;1,26K;0,00%
26.11.2019;561,64;569,17;569,78;561,13;1,27K;-1,32%
25.11.2019;569,17;571,22;581;567,29;0,90K;-0,57%
22.11.2019;572,44;568,93;581,41;567,04;0,95K;0,62%
21.11.2019;568,93;577,12;581,41;568,93;1,44K;-1,42%
20.11.2019;577,12;577,47;581,41;571,45;1,55K;-0,06%
19.11.2019;577,47;578,73;581,41;573,24;1,48K;-0,22%
18.11.2019;578,73;579,27;582,05;575,45;1,27K;-0,23%
15.11.2019;580,05;581,69;582,28;578,17;3,13K;-0,28%
14.11.2019;581,69;581,03;582,85;579,13;1,46K;0,11%
13.11.2019;581,03;584,68;584,98;578,43;1,41K;-0,62%
12.11.2019;584,68;585,21;585,45;580,42;3,66K;-0,09%
11.11.2019;585,21;584,67;585,58;581,45;2,53K;-0,06%
08.11.2019;585,58;585,29;586,67;581,86;2,63K;0,05%
07.11.2019;585,29;585,42;586,48;581,08;5,18K;-0,02%
06.11.2019;585,42;585,17;586,16;579,98;5,03K;0,04%
05.11.2019;585,17;583,38;585,93;580;1,65K;0,31%
04.11.2019;583,38;584,1;585,02;580,55;0,05K;-0,12%
01.11.2019;584,1;582,92;584,42;580,04;0,06K;0,20%
31.10.2019;582,92;582,42;585,62;580,02;0,05K;0,09%
30.10.2019;582,42;581,13;584,92;579,21;0,04K;0,35%
29.10.2019;580,36;582,28;583,54;578,56;0,06K;-0,24%
28.10.2019;581,77;584,56;584,74;575,67;0,06K;-0,48%
25.10.2019;584,56;582,26;585,34;575,67;0,62K;0,40%
24.10.2019;582,26;580,88;584,29;575,67;0,03K;0,19%
23.10.2019;581,16;583,7;585,15;575,67;2,05K;-0,44%
22.10.2019;583,7;582,29;584,23;579,13;2,24K;0,24%
21.10.2019;582,29;578,97;584,22;575,67;1,72K;0,16%
18.10.2019;581,36;579,33;582,31;575,67;1,08K;0,05%
17.10.2019;581,06;580,81;582,26;575,67;0,87K;0,04%
16.10.2019;580,81;580,66;587,92;575,67;0,85K;0,03%
15.10.2019;580,66;581,76;588;575,67;0,87K;-0,19%
14.10.2019;581,76;581,36;581,76;579,44;0,72K;0,00%
11.10.2019;581,76;582,11;583;575,67;2,64K;-0,06%
10.10.2019;582,11;581,59;583,5;579,12;1,74K;0,09%
09.10.2019;581,59;581,67;583,67;575,67;1,47K;-0,01%
08.10.2019;581,67;582,27;584,15;579,12;2,87K;-0,10%
07.10.2019;582,27;580,88;584,7;579,58;1,87K;-0,09%
04.10.2019;582,82;581,04;585,44;580,12;0,88K;0,31%
03.10.2019;581,04;581,04;585,17;578,7;0,86K;0,00%
02.10.2019;581,04;580,9;583,33;575,67;0,87K;0,02%
01.10.2019;580,9;580,97;581,73;578,35;0,52K;-0,05%
30.09.2019;581,17;582,06;582,65;579,44;0,73K;-0,25%
27.09.2019;582,65;582,55;583,08;580,37;2,65K;0,02%
26.09.2019;582,55;583,25;584,28;575,67;2,68K;-0,12%
25.09.2019;583,25;581,38;584,78;580,39;1,75K;0,32%
24.09.2019;581,38;580,66;584,89;578,39;0,58K;0,12%
23.09.2019;580,66;579,1;582,61;577,89;0,75K;0,00%
20.09.2019;580,66;579,46;582,78;577,46;0,93K;0,48%
19.09.2019;577,91;578,48;581;573,48;0,75K;-0,10%
18.09.2019;578,48;578,03;581,47;575,97;0,97K;0,08%
17.09.2019;578,03;577,75;579,93;574,28;0,88K;0,05%
16.09.2019;577,75;575,13;578,88;573,5;0,76K;0,46%
13.09.2019;575,13;576,48;579,35;572,94;0,72K;-0,23%
12.09.2019;576,48;576,53;584,97;574,14;0,86K;-0,01%
11.09.2019;576,53;576,63;585,07;573,92;0,78K;0,19%
10.09.2019;575,42;577,95;578,78;570,73;1,06K;-0,44%
09.09.2019;577,95;579,22;581,86;570,73;1,16K;-0,22%
06.09.2019;579,22;578,78;580,78;577;0,49K;0,08%
05.09.2019;578,78;576,48;582,19;570,73;0,84K;0,40%
04.09.2019;576,48;574;579,76;571,63;0,85K;0,43%
03.09.2019;574;569,43;576,64;566,21;0,79K;0,78%
02.09.2019;569,54;569,54;572,2;568,04;0,83K;0,03%
30.08.2019;569,36;568,49;571,55;566,81;1,17K;0,15%
29.08.2019;568,49;567,83;570,73;565,52;1,66K;0,12%
28.08.2019;567,83;567,25;569,25;564;1,61K;0,10%
27.08.2019;567,25;567,25;569,25;564;1,27K;0,19%
26.08.2019;566,15;566;569,25;565;0,75K;-0,15%
23.08.2019;567;566,2;570,73;564,78;0,64K;0,14%
22.08.2019;566,2;565,23;570,73;564,35;1,65K;0,17%
21.08.2019;565,23;565,13;570,73;564,19;1,64K;0,02%
20.08.2019;565,13;566,55;568,5;564,62;1,50K;-0,25%
19.08.2019;566,55;568,5;573,48;565,7;1,19K;-0,34%
16.08.2019;568,5;568,47;571,11;566,72;0,05K;0,01%
15.08.2019;568,47;571,05;571,21;567,5;0,79K;-0,45%
14.08.2019;571,05;571,53;571,74;569,42;0,88K;-0,08%
13.08.2019;571,53;572,6;572,91;570,13;0,86K;-0,19%
12.08.2019;572,6;570,39;573,14;570,05;0,77K;0,30%
09.08.2019;570,89;572,55;573,69;568,47;0,40K;-0,29%
08.08.2019;572,55;572,3;573,35;567,63;0,85K;0,04%
07.08.2019;572,3;571,98;573,02;567,15;1,36K;0,06%
06.08.2019;571,98;572,17;572,7;567,29;1,75K;-0,03%
05.08.2019;572,17;569,58;573,15;566,8;1,24K;0,45%
02.08.2019;569,58;571,55;572,83;567,88;0,96K;-0,34%
01.08.2019;571,55;571,7;572,7;568,13;1,66K;-0,03%
31.07.2019;571,7;572,05;580,94;569,48;1,18K;-0,06%
30.07.2019;572,05;572;580,94;569,8;0,87K;0,01%
29.07.2019;572;573,38;580,94;570,47;0,74K;-0,26%
26.07.2019;573,48;573,8;574,8;571,35;1,69K;-0,06%
25.07.2019;573,8;573,8;580,94;571,85;1,65K;0,00%
24.07.2019;573,8;572,97;580,94;571,49;0,94K;0,14%
23.07.2019;572,97;573,81;580,94;571,5;0,04K;-0,15%
22.07.2019;573,81;574,88;577,2;572;0,30K;-0,15%
19.07.2019;574,7;574,78;580,94;573;0,83K;-0,01%
18.07.2019;574,78;574,13;580,94;572,5;0,99K;0,11%
17.07.2019;574,13;574,05;580,94;573;1,51K;0,01%
16.07.2019;574,05;576;580,94;572,5;2,19K;-0,34%
15.07.2019;576;581,53;581,73;575,5;1,37K;-0,66%
12.07.2019;579,85;580,9;582,9;578,5;0,77K;-0,18%
11.07.2019;580,9;581,73;582,98;580;1,72K;-0,14%
10.07.2019;581,73;581,73;583,67;579,55;1,33K;0,00%
09.07.2019;581,73;581,83;584,78;579,55;2,36K;-0,02%
08.07.2019;581,83;582,4;584,78;579,55;1,85K;-0,09%
05.07.2019;582,33;582,1;584,28;576,75;0,77K;0,04%
04.07.2019;582,1;578,4;583,14;577,98;0,99K;0,44%
03.07.2019;579,57;578,4;582,65;576,75;1,05K;0,20%
02.07.2019;578,4;579,4;584,09;575,75;1,49K;-0,17%
01.07.2019;579,4;581,4;589,51;577,25;0,89K;-0,34%
28.06.2019;581,4;582,4;584,65;578,75;0,85K;-0,17%
27.06.2019;582,4;583,65;585,65;579,75;1,23K;-0,21%
26.06.2019;583,65;583,88;589,51;581,5;1,62K;-0,04%
25.06.2019;583,88;584,73;589,51;582;1,68K;-0,15%
24.06.2019;584,73;584,67;589,51;582,5;0,81K;-0,03%
21.06.2019;584,88;584,88;587,7;582,5;1,52K;0,00%
20.06.2019;584,88;584,67;589,51;582,5;0,94K;0,04%
19.06.2019;584,67;583,72;589,51;582;0,65K;0,16%
18.06.2019;583,72;585,38;589,51;582;1,88K;-0,28%
17.06.2019;585,38;585,67;589,51;583;1,50K;0,02%
14.06.2019;585,28;585,78;589,67;583,5;0,81K;-0,09%
13.06.2019;585,78;586,78;589,69;585;0,75K;-0,17%
12.06.2019;586,78;587;589,51;585;0,80K;-0,04%
11.06.2019;587;590,75;592,53;586;0,80K;-0,80%
10.06.2019;591,72;592,47;596,03;589;0,43K;-0,13%
07.06.2019;592,47;592;595,25;590;0,45K;0,08%
06.06.2019;592;588,55;596,41;587,28;0,93K;0,59%
05.06.2019;588,55;587,55;598,09;585,78;1,06K;0,17%
04.06.2019;587,55;587,25;592,24;584,5;0,76K;0,05%
03.06.2019;587,25;587,18;589,91;584;0,48K;0,25%
31.05.2019;585,78;586,78;590,03;584,5;2,13K;-0,17%
30.05.2019;586,78;588,03;601,5;585,5;2,23K;-0,21%
29.05.2019;588,03;588,88;596;586,38;1,58K;-0,14%
28.05.2019;588,88;591;594,73;586,88;1,15K;-0,36%
27.05.2019;591;590,96;592,99;590,42;0,88K;-0,17%
24.05.2019;592;594,88;597,39;586,38;0,44K;-0,48%
23.05.2019;594,88;587,78;595,32;586,38;0,59K;1,21%
22.05.2019;587,78;587,28;590,78;584,5;0,77K;0,09%
21.05.2019;587,28;587,08;590,88;584,5;0,28K;0,03%
20.05.2019;587,08;586;590,13;585,32;0,16K;-0,34%
17.05.2019;589,08;589,72;591,25;584;0,14K;-0,11%
16.05.2019;589,72;591,83;593,75;589,03;0,63K;-0,17%
15.05.2019;590,75;593,6;595,38;589;0,83K;-0,48%
14.05.2019;593,6;594,7;595,72;591,5;0,65K;-0,18%
13.05.2019;594,7;594,75;596,84;593;0,75K;-0,01%
10.05.2019;594,75;595;597,6;593;1,18K;-0,04%
09.05.2019;595;595;598,2;593;1,24K;0,00%
08.05.2019;595;596;597,5;593;1,28K;-0,17%
07.05.2019;596;595,45;597,5;592,5;1,27K;0,09%
06.05.2019;595,45;596,13;597,45;591,8;0,73K;0,44%
03.05.2019;592,85;595,25;598,63;592,3;0,68K;-0,40%
02.05.2019;595,25;594,63;598,35;593;0,69K;0,10%
01.05.2019;594,63;594,63;596,17;594,13;0,62K;0,00%
30.04.2019;594,63;596;599,2;593;0,84K;-0,23%
29.04.2019;596;600,08;600,83;593,5;0,31K;-0,58%
26.04.2019;599,5;601,88;602,41;598;0,66K;-0,40%
25.04.2019;601,88;601,17;603,67;596;0,98K;0,12%
24.04.2019;601,17;598,5;605,13;594,75;1,42K;0,45%
23.04.2019;598,5;593,75;603,38;592;1,70K;0,80%
22.04.2019;593,75;593;600,02;592;1,45K;0,13%
19.04.2019;593;593;597,25;592;1,79K;0,00%
18.04.2019;593;593;597,45;592,5;1,64K;0,00%
17.04.2019;593;597,75;599,25;592;1,05K;-0,79%
16.04.2019;597,75;598,9;600,9;596,5;1,11K;-0,19%
15.04.2019;598,9;601,72;602,52;597;0,94K;-0,47%
12.04.2019;601,72;601,75;603,33;598,5;0,87K;0,00%
11.04.2019;601,75;601,75;603,58;599,5;1,21K;0,00%
10.04.2019;601,75;603,85;606,97;600;1,43K;-0,35%
09.04.2019;603,85;604,98;610,19;600,5;1,29K;-0,19%
08.04.2019;604,98;606,1;608,23;601;0,99K;-0,18%
05.04.2019;606,1;606,1;609,5;601,5;0,98K;0,00%
04.04.2019;606,1;603,1;608,81;599,65;1,29K;0,50%
03.04.2019;603,1;599,85;609,4;598;1,29K;0,54%
02.04.2019;599,85;598,1;606,17;596,5;1,51K;0,29%
01.04.2019;598,1;601,47;610,19;597;0,99K;-0,15%
29.03.2019;598,98;601,85;610,19;598;1,90K;-0,48%
28.03.2019;601,85;603,1;610,19;599,5;2,28K;-0,21%
27.03.2019;603,1;605,35;607,85;601;2,06K;-0,37%
26.03.2019;605,35;605;609,6;601;1,85K;0,06%
25.03.2019;605;601,83;610,82;600,42;1,32K;0,17%
22.03.2019;604;599,65;612,53;595;1,32K;0,73%
21.03.2019;599,65;596,92;608,43;594,1;1,31K;0,46%
20.03.2019;596,92;596,58;602,71;594,12;0,60K;0,06%
19.03.2019;596,58;597,48;602,2;594,37;1,46K;-0,15%
18.03.2019;597,48;599,91;606;596;0,84K;-0,09%
15.03.2019;598;601,25;606,1;598;1,63K;-0,54%
14.03.2019;601,25;602,48;610,19;600,65;1,90K;-0,20%
13.03.2019;602,48;604,7;610,19;600,75;1,92K;-0,37%
12.03.2019;604,7;607,23;608,67;602,35;1,53K;-0,42%
11.03.2019;607,23;608,96;609,88;605,38;0,75K;-0,09%
08.03.2019;607,75;608,15;610,69;605,88;0,92K;-0,07%
07.03.2019;608,15;607,03;611,58;604,5;0,92K;0,29%
06.03.2019;606,4;605,9;609,44;603;0,82K;0,08%
05.03.2019;605,9;604,9;609,9;602,5;1,86K;0,17%
04.03.2019;604,9;608,67;608,8;603,5;1,11K;-0,30%
01.03.2019;606,73;606,7;610,31;604,85;0,89K;0,00%
28.02.2019;606,7;607,48;609,77;605,35;0,81K;-0,13%
27.02.2019;607,48;608,05;611,57;605,25;0,80K;-0,09%
26.02.2019;608,05;608,08;611,77;605,5;0,44K;0,00%
25.02.2019;608,08;609,03;612,37;607;0,50K;0,00%
22.02.2019;608,08;608,85;610,85;606;0,50K;-0,13%
21.02.2019;608,85;608,83;612,35;607,5;1,34K;0,00%
20.02.2019;608,83;608,58;611,33;607;1,29K;0,04%
19.02.2019;608,58;608,75;610,58;606,5;1,41K;-0,03%
18.02.2019;608,75;610,25;610,83;607,23;0,89K;0,01%
15.02.2019;608,67;608,98;611,48;607,5;0,74K;-0,27%
14.02.2019;610,3;609;613,44;607,5;0,74K;0,21%
13.02.2019;609;608,5;613,92;607,5;0,84K;0,08%
12.02.2019;608,5;610,5;613,33;607,5;1,28K;-0,33%
